,organism,isolate,note,strain,host,geo_loc_name,collection_date_iso,collection_date,clade,country,locality
OK424839.1,Measles virus genotype D4,VE11-0388,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/09.11/1[D4],Homo sapiens,Canada,2011-03-02,2011-03-02,D4,Canada,
OK424838.1,Measles virus genotype D4,VE11-0387,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/11.11/1[D4],Homo sapiens,Canada,2011-03-16,2011-03-16,D4,Canada,
OK424837.1,Measles virus genotype D4,VE11-0578,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/13.11/1[D4],Homo sapiens,Canada,2011-04-01,2011-04-01,D4,Canada,
OK424836.1,Measles virus genotype D4,VE11-0425,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/14.11/1[D4],Homo sapiens,Canada,2011-04-05,2011-04-05,D4,Canada,
OK424835.1,Measles virus genotype D4,VE11-0478,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/14.11/2[D4],Homo sapiens,Canada,2011-04-07,2011-04-07,D4,Canada,
OK424834.1,Measles virus genotype D4,VE11-0577,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/15.11/1[D4],Homo sapiens,Canada,2011-04-13,2011-04-13,D4,Canada,
OK424833.1,Measles virus genotype D4,VE11-0469,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/16.11/1[D4],Homo sapiens,Canada,2011-04-21,2011-04-21,D4,Canada,
OK424832.1,Measles virus genotype D4,VE11-0468,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/16.11/4[D4],Homo sapiens,Canada,2011-04-24,2011-04-24,D4,Canada,
OK424831.1,Measles virus genotype D4,VE11-0525,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/1[D4],Homo sapiens,Canada,2011-05-01,2011-05-01,D4,Canada,
OK424830.1,Measles virus genotype D4,VE11-0530,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/2[D4],Homo sapiens,Canada,2011-05-02,2011-05-02,D4,Canada,
OK424829.1,Measles virus genotype D4,VE11-0533,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/3[D4],Homo sapiens,Canada,2011-05-03,2011-05-03,D4,Canada,
OK424828.1,Measles virus genotype D4,VE11-0491,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/4[D4],Homo sapiens,Canada,2011-04-26,2011-04-26,D4,Canada,
OK424827.1,Measles virus genotype D4,VE11-0519,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/5[D4],Homo sapiens,Canada,2011-04-30,2011-04-30,D4,Canada,
OK424826.1,Measles virus genotype D4,VE11-0553,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/17.11/7[D4],Homo sapiens,Canada,2011-05-05,2011-05-05,D4,Canada,
OK424825.1,Measles virus genotype D4,VE11-0607,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/1[D4],Homo sapiens,Canada,2011-05-07,2011-05-07,D4,Canada,
OK424824.1,Measles virus genotype D4,VE11-0552,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/18.11/10[D4],Homo sapiens,Canada,2011-05-05,2011-05-05,D4,Canada,
OK424823.1,Measles virus genotype D4,VE11-0555,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/12[D4],Homo sapiens,Canada,2011-05-04,2011-05-04,D4,Canada,
OK424822.1,Measles virus genotype D4,VE11-0576,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/2[D4],Homo sapiens,Canada,2011-05-05,2011-05-05,D4,Canada,
OK424821.1,Measles virus genotype D4,VE11-0534,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/4[D4],Homo sapiens,Canada,2011-05-03,2011-05-03,D4,Canada,
OK424820.1,Measles virus genotype D4,VE11-0535,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/5[D4],Homo sapiens,Canada,2011-05-03,2011-05-03,D4,Canada,
OK424819.1,Measles virus genotype D4,VE11-0538,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/18.11/6[D4],Homo sapiens,Canada,2011-05-03,2011-05-03,D4,Canada,
OK424818.1,Measles virus genotype D4,VE11-0551,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/18.11/9[D4],Homo sapiens,Canada,2011-05-05,2011-05-05,D4,Canada,
OK424817.1,Measles virus genotype D4,VE11-0633,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/19.11/1[D4],Homo sapiens,Canada,2011-05-12,2011-05-12,D4,Canada,
OK424816.1,Measles virus genotype D4,VE11-0830,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/19.11/2[D4],Homo sapiens,Canada,2011-05-11,2011-05-11,D4,Canada,
OK424815.1,Measles virus genotype D4,VE11-0664,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/20.11/1[D4],Homo sapiens,Canada,2011-05-20,2011-05-20,D4,Canada,
OK424814.1,Measles virus genotype D4,VE11-0671,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/20.11/2[D4],Homo sapiens,Canada,2011-05-22,2011-05-22,D4,Canada,
OK424813.1,Measles virus genotype D4,VE11-0672,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/20.11/3[D4],Homo sapiens,Canada,2011-05-23,2011-05-23,D4,Canada,
OK424812.1,Measles virus genotype D4,VE11-0704,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/21.11/5[D4],Homo sapiens,Canada,2011-05-23,2011-05-23,D4,Canada,
OK424811.1,Measles virus genotype D4,VE11-0730,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/20.11/6[D4],Homo sapiens,Canada,2011-05-23,2011-05-23,D4,Canada,
OK424810.1,Measles virus genotype D4,VE11-0656,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/1[D4],Homo sapiens,Canada,2011-05-23,2011-05-23,D4,Canada,
OK424809.1,Measles virus genotype D4,VE11-0732,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/10[D4],Homo sapiens,Canada,2011-05-24,2011-05-24,D4,Canada,
OK424808.1,Measles virus genotype D4,VE11-0734,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/11[D4],Homo sapiens,Canada,2011-05-24,2011-05-24,D4,Canada,
OK424807.1,Measles virus genotype D4,VE11-0735,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/21.11/12[D4],Homo sapiens,Canada,2011-05-24,2011-05-24,D4,Canada,
OK424806.1,Measles virus genotype D4,VE11-0742,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/13[D4],Homo sapiens,Canada,2011-05-28,2011-05-28,D4,Canada,
OK424805.1,Measles virus genotype D4,VE11-0881,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/21.11/14[D4],Homo sapiens,Canada,2011-05-27,2011-05-27,D4,Canada,
OK424804.1,Measles virus genotype D4,VE11-0751,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/15[D4],Homo sapiens,Canada,2011-05-29,2011-05-29,D4,Canada,
OK424803.1,Measles virus genotype D4,VE11-0746,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/2[D4],Homo sapiens,Canada,2011-05-30,2011-05-30,D4,Canada,
OK424802.1,Measles virus genotype D4,VE11-0747,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/3[D4],Homo sapiens,Canada,2011-05-29,2011-05-29,D4,Canada,
OK424801.1,Measles virus genotype D4,VE11-0748,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/4[D4],Homo sapiens,Canada,2011-05-29,2011-05-29,D4,Canada,
OK424800.1,Measles virus genotype D4,VE11-0703,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/5[D4],Homo sapiens,Canada,2011-05-24,2011-05-24,D4,Canada,
OK424799.1,Measles virus genotype D4,VE11-0710,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/6[D4],Homo sapiens,Canada,2011-05-26,2011-05-26,D4,Canada,
OK424798.1,Measles virus genotype D4,VE11-0744,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/21.11/9[D4],Homo sapiens,Canada,2011-05-29,2011-05-29,D4,Canada,
OK424797.1,Measles virus genotype D4,VE11-0798,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/22.11/1[D4],Homo sapiens,Canada,2011-06-07,2011-06-07,D4,Canada,
OK424796.1,Measles virus genotype D4,VE11-0754,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/22.11/4[D4],Homo sapiens,Canada,2011-06-01,2011-06-01,D4,Canada,
OK424795.1,Measles virus genotype D4,VE11-0848,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/1[D4],Homo sapiens,Canada,2011-06-12,2011-06-12,D4,Canada,
OK424794.1,Measles virus genotype D4,VE11-0884,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/3[D4],Homo sapiens,Canada,2011-06-10,2011-06-10,D4,Canada,
OK424793.1,Measles virus genotype D4,VE11-0886,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/4[D4],Homo sapiens,Canada,2011-06-10,2011-06-10,D4,Canada,
OK424792.1,Measles virus genotype D4,VE11-0887,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/5[D4],Homo sapiens,Canada,2011-06-10,2011-06-10,D4,Canada,
OK424791.1,Measles virus genotype D4,VE11-0889,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/6[D4],Homo sapiens,Canada,2011-06-09,2011-06-09,D4,Canada,
OK424790.1,Measles virus genotype D4,VE11-0891,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/7[D4],Homo sapiens,Canada,2011-06-09,2011-06-09,D4,Canada,
OK424789.1,Measles virus genotype D4,VE11-0895,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/23.11/9[D4],Homo sapiens,Canada,2011-06-07,2011-06-07,D4,Canada,
OK424788.1,Measles virus genotype D4,VE11-0919,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/10[D4],Homo sapiens,Canada,2011-06-16,2011-06-16,D4,Canada,
OK424787.1,Measles virus genotype D4,VE11-0921,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/11[D4],Homo sapiens,Canada,2011-06-17,2011-06-17,D4,Canada,
OK424786.1,Measles virus genotype D4,VE11-0923,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/12[D4],Homo sapiens,Canada,2011-06-16,2011-06-16,D4,Canada,
OK424785.1,Measles virus genotype D4,VE11-0924,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/13[D4],Homo sapiens,Canada,2011-06-18,2011-06-18,D4,Canada,
OK424784.1,Measles virus genotype D4,VE11-0930,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/14[D4],Homo sapiens,Canada,2011-06-17,2011-06-17,D4,Canada,
OK424783.1,Measles virus genotype D4,VE11-0934,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/15[D4],Homo sapiens,Canada,2011-06-20,2011-06-20,D4,Canada,
OK424782.1,Measles virus genotype D4,VE11-0938,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/16[D4],Homo sapiens,Canada,2011-06-21,2011-06-21,D4,Canada,
OK424781.1,Measles virus genotype D4,VE11-1072,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/17[D4],Homo sapiens,Canada,2011-06-15,2011-06-15,D4,Canada,
OK424780.1,Measles virus genotype D4,VE11-0849,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/24.11/2[D4],Homo sapiens,Canada,2011-06-13,2011-06-13,D4,Canada,
OK424779.1,Measles virus genotype D4,VE11-0927,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/4[D4],Homo sapiens,Canada,2011-06-20,2011-06-20,D4,Canada,
OK424778.1,Measles virus genotype D4,VE11-0897,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/6[D4],Homo sapiens,Canada,2011-06-17,2011-06-17,D4,Canada,
OK424777.1,Measles virus genotype D4,VE11-0900,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/7[D4],Homo sapiens,Canada,2011-06-14,2011-06-14,D4,Canada,
OK424776.1,Measles virus genotype D4,VE11-0917,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/8[D4],Homo sapiens,Canada,2011-06-17,2011-06-17,D4,Canada,
OK424775.1,Measles virus genotype D4,VE11-0918,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/24.11/9[D4],Homo sapiens,Canada,2011-06-17,2011-06-17,D4,Canada,
OK424774.1,Measles virus genotype D4,VE11-0932,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/25.11/1[D4],Homo sapiens,Canada,2011-06-18,2011-06-18,D4,Canada,
OK424773.1,Measles virus genotype D4,VE11-0948,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/25.11/3[D4],Homo sapiens,Canada,2011-06-26,2011-06-26,D4,Canada,
OK424772.1,Measles virus genotype D4,VE11-0951,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/25.11/4[D4],Homo sapiens,Canada,2011-06-23,2011-06-23,D4,Canada,
OK424771.1,Measles virus genotype D4,VE11-0936,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/25.11/6[D4],Homo sapiens,Canada,2011-06-21,2011-06-21,D4,Canada,
OK424770.1,Measles virus genotype D4,VE11-0972,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/25.11/7[D4],Homo sapiens,Canada,2011-06-27,2011-06-27,D4,Canada,
OK424769.1,Measles virus genotype D4,VE11-0943,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/25.11/8[D4],Homo sapiens,Canada,2011-06-23,2011-06-23,D4,Canada,
OK424768.1,Measles virus genotype D4,VE11-0949,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/25.11/9[D4],Homo sapiens,Canada,2011-06-23,2011-06-23,D4,Canada,
OK424767.1,Measles virus genotype D4,VE11-0989,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/26.11/1[D4],Homo sapiens,Canada,2011-07-04,2011-07-04,D4,Canada,
OK424766.1,Measles virus genotype D4,VE11-0977,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/26.11/2[D4],Homo sapiens,Canada,2011-06-27,2011-06-27,D4,Canada,
OK424765.1,Measles virus genotype D4,VE11-0986,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/26.11/3[D4],Homo sapiens,Canada,2011-07-04,2011-07-04,D4,Canada,
OK424764.1,Measles virus genotype D4,VE11-1007,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/27.11/1[D4],Homo sapiens,Canada,2011-07-10,2011-07-10,D4,Canada,
OK424763.1,Measles virus genotype D4,VE11-1039,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVs/Quebec.CAN/28.11/1[D4],Homo sapiens,Canada,2011-07-20,2011-07-20,D4,Canada,
OK424762.1,Measles virus genotype D4,VE11-1105,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/30.11/1[D4],Homo sapiens,Canada,2011-07-27,2011-07-27,D4,Canada,
OK424761.1,Measles virus genotype D4,VE11-1128,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/30.11/2[D4],Homo sapiens,Canada,2011-07-28,2011-07-28,D4,Canada,
OK424760.1,Measles virus genotype D4,VE11-1302,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/31.11/1[D4],Homo sapiens,Canada,2011-08-03,2011-08-03,D4,Canada,
OK424759.1,Measles virus genotype D4,VE11-1321,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/37.11/1[D4],Homo sapiens,Canada,2011-09-14,2011-09-14,D4,Canada,
OK424758.1,Measles virus genotype D4,VE11-1358,M-F NCR; M-F intergenic spacer with M stop codon and F start codon,MVi/Quebec.CAN/38.11/2[D4],Homo sapiens,Canada,2011-09-24,2011-09-24,D4,Canada,
ON642801.1,Measles virus genotype B3,,,MVi/Hoima.UGA/01.13 [B3],Homo sapiens,Uganda,2013-01-04,04-Jan-2013,B3,Uganda,
ON642800.1,Measles virus genotype B3,,,MVi/Bushenyi.UGA/01.12 [B3],Homo sapiens,Uganda,2012-01-02,02-Jan-2012,B3,Uganda,
ON642799.1,Measles virus genotype B3,,,MVi/Kampala.UGA/32.17 [B3],Homo sapiens,Uganda,2017-08-10,10-Aug-2017,B3,Uganda,
ON642798.1,Measles virus genotype B3,,,MVi/Kabarole.UGA/13.13 [B3],Homo sapiens,Uganda,2013-03-26,26-Mar-2013,B3,Uganda,
ON642797.1,Measles virus genotype B3,,,MVi/Jinja.UGA/50.11 [B3],Homo sapiens,Uganda,2011-12-07,07-Dec-2011,B3,Uganda,
ON642796.1,Measles virus genotype B3,,,MVi/Kole.UGA/5.20 [B3],Homo sapiens,Uganda,2020-01-30,30-Jan-2020,B3,Uganda,
ON642795.1,Measles virus genotype B3,,,MVi/Otuke.UGA/13.19 [B3],Homo sapiens,Uganda,2019-03-28,28-Mar-2019,B3,Uganda,
ON642794.1,Measles virus genotype B3,,,MVi/Kyenjojo.UGA/24.13 [B3],Homo sapiens,Uganda,2013-06-11,11-Jun-2013,B3,Uganda,
OL473966.1,Measles virus genotype A,MVs/California.USA/43.20[A],RNA-dependent RNA polymerase,,Homo sapiens,USA,2021-01-01,2021,A,USA,
LC655228.1,Measles virus genotype C1,,highly mutated,Osaka-2,Homo sapiens,Japan: Osaka,1994-01-01,1994,C1,Japan,Osaka
LC655229.1,Measles virus genotype C1,,1 c inserted,Osaka-3,Homo sapiens,Japan: Osaka,1995-01-01,1995,C1,Japan,Osaka
LC655227.1,Measles virus genotype C1,,highly mutated,Osaka-2,Homo sapiens,Japan: Osaka,1994-01-01,1994,C1,Japan,Osaka
LC655230.1,Measles virus genotype C1,,Protein sequence is in conflict with the conceptual translation; 1G insertion to mRNA,Masusako,Homo sapiens,Japan: Osaka,1983-01-01,1983,C1,Japan,Osaka
LC655226.1,Measles virus genotype C1,,1 g inserted,Osaka-1,Homo sapiens,Japan: Osaka,1993-01-01,1993,C1,Japan,Osaka
MZ712087.1,Measles morbillivirus,,genotype: D8,MVs/TelAviv.ISR/42.18/[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712085.1,Measles morbillivirus,,genotype: D8,MVs/Zfat.ISR/30.18/[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712084.1,Measles morbillivirus,,genotype: D8,MVs/PetachTikva.ISR/22.18/3/[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712083.1,Measles morbillivirus,,genotype: D8,MVs/TelAviv.ISR/15.18/[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712082.1,Measles morbillivirus,,genotype: D8,MVs/Jerusalem.ISR/31.18/[D8],Homo sapiens,Israel,2018-01-01,2018,B3,Israel,
MZ712079.1,Measles morbillivirus,,genotype: D8,MVs/PetahTikva.ISR/42.18/5[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712078.1,Measles morbillivirus,,genotype: D8,MVs/PetahTikva.ISR/30.18/1[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712077.1,Measles morbillivirus,,genotype: D8,MVs/PetahTikva.ISR/42.18/4[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712076.1,Measles morbillivirus,,genotype: D8,MVs/Zfat.ISR/42.18/3[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712075.1,Measles morbillivirus,,genotype: D8,MVs/Zfat.ISR/42.18/2[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712074.1,Measles morbillivirus,,genotype: D8,MVs/Zfat.ISR/42.18/1[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712073.1,Measles morbillivirus,,genotype: D8,MVs/PetahTikva.ISR/42.18/3[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
MZ712072.1,Measles morbillivirus,,genotype: D8,MVs/PetahTikva.ISR/42.18/2[D8],Homo sapiens,Israel,2018-01-01,2018,D8,Israel,
